Wall time,Step,Value
1712373179.5609713,4000,21.98041534423828
1712373358.2651107,8000,22.39119529724121
1712373525.4687998,12000,23.931411743164062
1712373671.4794583,16000,27.407676696777344
1712373836.607358,20000,24.23288345336914
1712373991.218022,24000,25.88162612915039
1712374140.4083009,28000,26.82439613342285
1712374281.7927182,32000,28.306297302246094
1712374424.4379427,36000,28.053377151489258
1712374560.817827,40000,29.343955993652344
1712374703.4508684,44000,28.057649612426758
1712374835.990703,48000,30.19515037536621
1712374971.543067,52000,29.5220947265625
1712375099.8652124,56000,31.18581771850586
1712375223.8354175,60000,32.282039642333984
1712375363.508505,64000,28.653507232666016
1712375493.9260495,68000,30.6866455078125
1712375609.6109598,72000,34.59422302246094
1712375735.9332204,76000,31.681888580322266
1712375855.9190497,80000,33.357120513916016
1712375979.3639019,84000,32.41801452636719
1712376090.4224043,88000,36.04039764404297
1712376217.329797,92000,31.535512924194336
1712376341.0659468,96000,32.3438835144043
1712376449.1485455,100000,37.0299072265625
1712376556.2025032,104000,37.38719177246094
1712376666.8880854,108000,36.15977478027344
1712376771.2494426,112000,38.35065841674805
1712376879.4751165,116000,36.98017501831055
1712377001.5189455,120000,32.791526794433594
1712377105.1128542,124000,38.6337890625
1712377206.661654,128000,39.41503143310547
1712377318.3317842,132000,35.842864990234375
1712377422.0870297,136000,38.573551177978516
1712377526.3698585,140000,38.3807373046875
1712377632.67255,144000,37.653377532958984
1712377733.8569028,148000,39.55854415893555
1712377835.9078362,152000,39.222049713134766
1712377939.4714482,156000,38.65114974975586
1712378039.3224719,160000,40.0863151550293
1712378144.3273134,164000,38.12116622924805
1712378254.8006482,168000,36.23161315917969
1712378354.7175012,172000,40.06150817871094
1712378453.0866752,176000,40.699607849121094
1712378558.312732,180000,38.041595458984375
1712378665.2814631,184000,37.4217414855957
1712378776.136625,188000,36.10645294189453
1712378888.0544944,192000,35.76419448852539
1712378997.4671404,196000,36.58757400512695
1712379101.7362816,200000,38.38832092285156
1712379210.3925974,204000,36.840335845947266
1712379325.266449,208000,34.8468017578125
1712379431.9265704,212000,37.533668518066406
1712379537.305728,216000,37.9859733581543
1712379635.455434,220000,40.786781311035156
1712379746.167615,224000,36.15662384033203
1712379850.1931298,228000,38.48211669921875
1712379955.2748325,232000,38.09343338012695
1712380067.7144067,236000,35.60002136230469
1712380175.2250276,240000,37.23582458496094
